age,sex,educ,income,eastwest,happiness,health,lived_abroad
81,Female,2,800,East,h6,4,No
70,Female,2,1200,West,h9,3,No
53,Male,3,2800,East,h9,4,No
64,Female,3,1100,West,h9,3,No
62,Male,2,2700,West,h8,4,No
44,Female,3,813,West,h9,4,No
69,Male,2,970,West,h6,3,No
41,Male,3,2375,West,h8,4,No
47,Male,2,1400,East,h6,3,No
61,Male,2,404,West,h5,1,No
47,Male,4,2500,West,h7,4,No
68,Female,2,550,West,h10,4,No
21,Female,3,735,West,h9,5,Yes
48,Female,5,2000,West,h8,4,Yes
44,Female,5,950,West,h10,4,No
59,Male,2,3500,West,h10,5,No
59,Female,3,2125,West,h8,3,No
52,Female,3,2200,West,h9,4,No
44,Male,5,3000,East,h10,4,Yes
62,Male,2,2000,West,h10,5,No
64,Male,5,1100,East,h9,4,Yes
44,Female,5,3600,West,h8,5,Yes
77,Male,2,1200,West,h8,3,No
30,Male,4,1600,West,h8,3,Yes
80,Female,5,920,East,h9,4,No
75,Male,3,1700,West,h8,4,No
86,Female,2,1400,East,h7,3,No
37,Male,3,1100,West,h8,4,Yes
41,Female,3,1200,West,h9,4,No
51,Male,3,1438,East,h8,4,No
72,Female,2,880,East,h5,3,No
43,Male,5,4100,West,h10,4,Yes
54,Male,3,2000,East,h8,4,No
64,Male,2,2200,West,h9,4,No
56,Female,4,1500,West,h8,4,No
31,Male,3,1500,West,h8,4,No
45,Male,5,1200,West,h4,3,No
26,Male,5,600,West,h6,4,No
20,Female,5,300,West,h9,5,No
81,Male,1,1600,West,h8,4,No
76,Male,2,1069,East,h9,4,No
18,Male,3,800,West,h10,5,No
28,Female,4,2150,West,h9,5,No
48,Female,3,1400,East,h8,4,No
46,Female,3,1188,West,h7,3,No
55,Female,2,1100,West,h9,2,No
57,Female,3,1800,West,h8,3,No
74,Male,3,1220,East,h5,1,No
32,Female,3,765,West,h9,5,No
81,Male,2,1300,West,h10,4,Yes
57,Male,3,2300,West,h9,4,Yes
20,Male,3,680,East,h8,5,No
25,Female,5,450,East,h4,2,Yes
45,Female,3,1200,West,h8,5,No
44,Male,5,650,West,h8,5,No
60,Male,2,1078,West,h3,4,No
35,Male,3,2200,West,h10,5,No
32,Female,5,4800,West,h10,4,No
56,Male,3,970,East,h8,2,No
85,Female,1,1800,East,h7,2,Yes
70,Female,5,2875,West,h9,3,No
65,Female,4,1300,West,h8,3,No
36,Female,5,2800,West,h7,2,Yes
65,Female,3,430,West,h9,3,No
36,Male,5,3500,West,h7,4,Yes
51,Male,3,2300,East,h9,4,No
77,Female,3,2400,West,h8,3,Yes
85,Male,1,900,East,h7,3,No
58,Female,3,700,East,h7,4,No
34,Female,5,2125,West,h8,5,No
48,Female,5,450,West,h8,5,Yes
63,Male,3,3000,West,h10,3,No
62,Male,3,1000,East,h10,3,No
56,Female,3,1700,East,h5,4,No
67,Female,5,813,East,h7,4,No
81,Female,2,1500,West,h4,1,No
70,Female,2,800,West,h8,4,No
42,Female,5,1900,West,h7,4,No
79,Male,2,1800,East,h8,3,No
47,Female,3,1188,East,h5,3,No
88,Female,3,2500,East,h6,2,No
66,Male,4,1300,East,h9,4,No
84,Female,1,2000,West,h10,3,No
36,Male,5,2000,East,h7,4,No
76,Male,2,1340,West,h9,4,No
82,Female,2,997,East,h7,3,No
82,Male,5,2000,West,h9,4,No
35,Male,2,2000,West,h7,3,No
55,Female,3,1188,West,h10,3,No
55,Male,2,2600,West,h9,3,No
41,Male,3,1500,West,h10,4,No
37,Female,2,900,West,h10,4,No
76,Male,2,900,East,h8,2,No
63,Male,2,2000,West,h7,3,No
51,Male,3,1400,East,h5,4,No
52,Male,2,2000,West,h10,4,No
67,Female,3,850,West,h10,5,No
25,Female,5,1600,West,h8,5,No
34,Female,3,1900,West,h8,4,No
51,Male,3,1100,East,h8,4,No
65,Male,2,1800,West,h9,4,No
42,Male,5,4000,West,h8,4,No
33,Female,5,3000,East,h8,4,Yes
73,Female,3,955,East,h5,1,No
62,Female,3,1300,East,h8,5,No
33,Male,5,600,West,h7,5,Yes
34,Male,5,1800,West,h9,4,No
52,Female,3,950,East,h5,3,No
66,Male,3,500,East,h7,3,No
46,Male,5,3500,East,h8,5,No
28,Female,5,600,West,h7,4,No
67,Male,5,2400,West,h8,4,Yes
26,Male,3,2000,West,h8,4,Yes
57,Male,3,3500,West,h8,4,No
62,Female,2,950,West,h5,1,No
78,Male,2,3000,West,h8,3,No
67,Female,3,950,East,h9,4,No
81,Male,3,3000,West,h8,4,No
48,Female,5,2850,West,h9,5,No
38,Male,2,2300,West,h10,2,Yes
80,Female,5,2000,West,h10,2,Yes
21,Female,2,1100,West,h8,3,No
39,Female,3,850,West,h10,5,No
59,Male,5,3750,West,h9,4,No
36,Female,5,1000,West,h10,5,Yes
45,Male,5,2000,West,h7,3,No
38,Male,3,5000,West,h10,4,No
36,Male,2,2000,West,h9,5,No
47,Female,3,1000,West,h7,4,No
71,Male,3,1400,West,h8,4,Yes
76,Male,5,8000,West,h9,4,No
60,Male,3,4200,East,h8,2,No
34,Female,4,1600,West,h8,4,No
22,Male,4,700,West,h7,4,No
65,Male,2,3500,West,h6,3,No
50,Male,5,3600,East,h9,4,No
69,Female,5,2875,East,h8,4,No
69,Female,2,650,West,h5,2,No
55,Female,3,1500,East,h5,3,No
45,Male,3,2000,West,h9,4,No
50,Female,3,1200,West,h8,4,No
71,Male,3,1100,East,h7,3,No
34,Male,3,1711,East,h6,3,No
71,Male,2,2125,West,h8,3,No
65,Male,5,2000,West,h10,4,Yes
67,Male,4,1800,West,h9,4,No
63,Female,3,1000,East,h9,5,No
82,Female,2,1500,West,h10,3,No
56,Female,5,2700,West,h8,4,No
49,Male,5,2000,West,h5,3,No
67,Male,3,8750,West,h9,3,No
51,Female,3,1875,West,h9,4,No
51,Female,3,813,West,h8,4,No
37,Male,2,837,West,h5,3,Yes
74,Female,5,2500,West,h8,4,No
23,Male,4,250,West,h8,4,No
43,Female,3,1400,West,h8,4,No
77,Female,2,1400,East,h6,3,No
52,Male,3,1600,East,h10,4,No
76,Male,4,4500,West,h8,5,Yes
22,Female,5,280,West,h9,4,No
31,Male,4,1600,West,h9,5,No
57,Female,2,1400,West,h10,5,No
70,Female,3,1800,West,h8,4,No
59,Male,2,1800,West,h7,4,No
31,Female,5,2400,West,h10,5,No
24,Male,3,1313,West,h7,4,No
41,Female,4,1313,West,h9,5,No
37,Female,2,983,West,h7,5,No
64,Male,2,1185,West,h9,3,No
52,Female,3,938,West,h9,4,No
45,Female,3,675,East,h7,2,No
21,Male,5,1188,West,h10,5,No
52,Male,5,3800,East,h7,4,Yes
40,Female,2,1000,West,h6,3,No
35,Male,5,1734,West,h9,5,Yes
72,Female,4,460,West,h9,3,No
40,Female,5,800,East,h7,4,No
78,Male,2,1220,East,h7,2,No
71,Female,5,1050,East,h8,3,No
72,Female,3,1800,East,h8,3,No
81,Male,5,1800,East,h8,3,No
75,Male,4,3800,East,h8,3,No
46,Female,5,1600,East,h9,5,Yes
60,Male,3,1350,West,h8,4,No
58,Male,3,1063,East,h8,4,No
55,Male,2,720,West,h5,2,No
49,Female,5,1188,West,h7,3,Yes
91,Male,3,1600,West,h5,3,No
60,Male,3,2000,East,h8,3,No
72,Female,3,890,West,h9,4,No
37,Male,5,2300,West,h9,5,Yes
49,Female,3,813,East,h8,3,No
42,Female,2,700,West,h8,4,No
37,Female,5,2000,West,h8,4,Yes
77,Male,2,1200,West,h8,4,No
38,Male,2,532,West,h3,2,No
24,Female,5,597,East,h7,4,Yes
66,Male,2,1800,West,h7,2,Yes
41,Female,3,1188,East,h6,4,No
46,Male,5,4000,West,h8,5,Yes
75,Female,3,360,West,h8,4,No
36,Male,5,3500,West,h10,4,No
54,Female,2,1100,West,h10,3,No
41,Male,2,1500,East,h8,4,Yes
68,Male,2,780,West,h9,2,No
77,Female,3,2000,West,h10,3,No
73,Male,2,930,East,h5,3,No
51,Female,5,3300,West,h10,5,No
78,Male,2,1450,East,h8,3,No
64,Male,3,1400,West,h5,5,No
65,Male,3,1010,East,h9,4,No
59,Male,3,1100,East,h7,3,No
38,Female,3,450,West,h9,4,Yes
52,Male,4,2500,East,h8,2,No
38,Female,5,840,West,h6,4,Yes
36,Male,3,1400,East,h5,3,No
51,Male,3,1500,East,h5,3,No
78,Female,2,938,East,h5,2,No
38,Male,2,3000,West,h10,4,Yes
69,Female,2,1000,West,h10,4,No
74,Male,3,3200,West,h8,4,No
36,Female,5,1370,East,h7,1,No
33,Male,5,3500,West,h8,5,Yes
61,Female,2,900,West,h8,2,Yes
65,Male,5,8000,East,h8,4,No
52,Male,2,1600,West,h8,3,No
67,Female,5,2500,West,h8,3,No
43,Female,5,1100,East,h8,4,No
34,Male,4,1700,West,h8,4,No
55,Male,5,2000,East,h8,4,Yes
30,Male,5,400,West,h8,4,Yes
77,Male,4,3300,West,h8,3,No
80,Male,2,900,West,h10,4,No
52,Female,3,1200,West,h8,4,No
24,Female,4,300,East,h9,4,No
40,Female,4,2050,West,h9,4,No
72,Male,3,900,East,h3,3,No
23,Male,5,500,West,h7,3,No
26,Female,3,1550,West,h8,5,No
64,Female,5,564,West,h9,5,No
64,Male,4,2625,West,h8,4,No
84,Female,2,1440,East,h8,3,No
54,Male,3,1900,West,h6,1,No
52,Male,3,5000,East,h9,4,No
85,Male,5,5000,West,h7,2,No
30,Male,3,1700,West,h8,3,No
58,Female,3,1800,West,h7,4,No
34,Female,4,1300,East,h9,4,No
58,Male,5,3400,West,h8,4,No
38,Male,4,4500,West,h10,3,Yes
75,Female,2,1050,West,h3,1,No
40,Male,3,300,West,h3,2,No
34,Male,4,8750,West,h7,4,No
67,Male,5,2000,West,h8,4,Yes
55,Female,3,688,East,h8,3,No
28,Female,5,1600,West,h6,3,No
54,Male,3,2200,West,h8,4,Yes
85,Male,2,1000,West,h10,1,No
33,Female,5,2640,West,h7,3,No
68,Female,2,1100,East,h0,3,No
27,Female,3,1350,East,h9,4,No
54,Male,5,7000,West,h9,5,Yes
26,Male,4,2100,West,h3,5,No
87,Male,5,5000,West,h9,4,No
56,Female,5,4000,East,h9,3,No
64,Female,2,350,West,h9,3,No
40,Male,3,2500,West,h8,4,No
43,Male,5,4200,West,h8,4,No
47,Female,2,938,East,h8,4,No
38,Male,5,1600,East,h6,4,No
51,Male,3,3500,West,h9,3,No
53,Male,2,2500,West,h8,3,No
67,Female,3,982,West,h6,2,No
52,Female,2,360,West,h0,1,No
57,Female,5,2000,East,h10,5,No
58,Male,3,2125,East,h8,3,No
65,Female,3,900,East,h4,2,No
57,Male,5,6000,West,h9,4,No
48,Male,5,3500,West,h9,4,Yes
48,Male,3,2500,East,h8,4,No
63,Male,3,650,East,h5,2,No
56,Female,3,2000,West,h8,4,No
51,Female,3,1600,West,h9,4,No
85,Female,3,2000,West,h5,2,No
37,Male,3,2600,West,h9,5,Yes
59,Male,5,3000,East,h7,3,No
18,Male,5,550,West,h7,2,Yes
75,Female,5,300,West,h10,5,No
54,Male,4,4500,West,h8,1,Yes
57,Male,5,4500,East,h8,4,No
59,Male,3,750,East,h7,2,No
65,Male,5,660,East,h3,2,No
23,Male,5,400,East,h8,4,No
37,Male,5,2000,East,h8,5,Yes
52,Male,5,3500,West,h7,4,No
26,Female,1,399,West,h4,2,No
43,Female,3,590,West,h6,4,No
62,Male,2,2000,West,h9,4,No
54,Male,2,1000,East,h9,3,No
51,Male,4,875,West,h10,3,Yes
71,Male,5,2125,West,h8,5,Yes
33,Male,5,2400,West,h8,5,Yes
82,Female,5,700,East,h9,3,No
25,Male,5,1000,West,h8,4,No
26,Female,5,1000,West,h10,4,Yes
68,Female,3,350,West,h10,5,No
48,Female,5,4000,West,h8,4,No
70,Male,5,3200,West,h10,4,Yes
64,Female,3,1100,West,h10,4,No
74,Male,5,1700,East,h6,3,No
87,Male,2,700,West,h5,1,No
30,Female,3,2200,West,h8,4,No
63,Female,2,1300,West,h9,4,No
33,Female,5,2300,West,h8,3,No
65,Male,2,1300,West,h6,1,No
62,Male,3,2500,West,h8,3,No
18,Female,5,65,West,h9,5,No
41,Male,3,380,East,h3,4,No
20,Female,5,1200,West,h8,5,No
46,Male,3,2625,East,h8,4,No
76,Female,1,500,East,h9,4,No
52,Female,2,1900,West,h8,5,No
36,Female,5,1800,West,h9,4,Yes
29,Male,5,2600,West,h4,5,No
54,Female,2,563,East,h1,1,No
50,Female,5,900,West,h8,3,No
37,Male,5,1400,West,h9,4,No
72,Male,5,3500,West,h8,4,No
68,Female,3,250,West,h9,2,No
57,Female,2,674,West,h5,1,No
73,Male,2,1200,West,h7,1,No
50,Female,3,1100,West,h8,4,No
51,Male,4,2700,West,h9,3,No
45,Male,3,2125,West,h7,5,Yes
51,Female,3,1700,East,h8,4,No
47,Female,3,2000,East,h10,4,No
50,Male,2,1040,West,h6,5,No
71,Female,2,2200,West,h7,3,No
62,Male,3,2050,West,h8,3,No
45,Female,4,450,West,h10,5,Yes
59,Female,3,1600,West,h10,5,No
31,Male,3,2400,West,h8,2,No
28,Female,5,2125,West,h8,4,Yes
29,Female,5,2600,West,h10,5,Yes
84,Male,5,1500,East,h8,4,No
36,Female,2,1625,West,h9,4,No
58,Female,3,700,West,h10,3,No
34,Male,3,1600,East,h7,4,No
62,Male,3,2875,West,h7,3,No
46,Male,3,938,East,h2,2,No
21,Female,5,620,West,h10,4,No
76,Male,5,2400,West,h8,3,No
41,Male,5,4500,West,h9,4,No
26,Female,3,1100,East,h8,5,No
74,Male,5,1400,East,h10,3,No
35,Female,5,670,West,h9,4,No
40,Female,5,1313,West,h8,3,Yes
59,Female,2,3000,West,h5,3,No
60,Male,2,2000,West,h8,2,No
37,Male,2,1050,East,h7,4,No
83,Male,4,1200,East,h7,2,No
44,Female,3,1188,West,h3,2,No
45,Female,5,1800,West,h6,4,No
83,Female,2,520,West,h10,4,No
50,Male,2,1438,West,h8,2,No
42,Female,4,100,West,h9,2,No
45,Male,5,4500,West,h9,4,Yes
57,Male,3,2875,West,h7,3,No
50,Male,5,3400,East,h8,3,No
42,Female,3,4000,West,h9,5,No
90,Male,2,2125,West,h9,3,Yes
26,Female,2,750,West,h3,3,No
31,Female,5,830,East,h1,1,No
43,Female,5,2875,East,h9,4,Yes
81,Female,3,1833,West,h8,2,No
38,Male,2,1600,West,h9,5,No
72,Male,2,1980,West,h5,2,Yes
38,Female,3,2250,West,h9,4,No
81,Female,3,1100,West,h9,4,Yes
70,Male,3,2625,West,h10,3,No
54,Male,3,3500,West,h8,4,No
69,Female,3,1400,East,h5,1,No
29,Female,4,1700,West,h9,4,No
56,Female,2,1400,West,h5,4,No
19,Female,5,1000,East,h9,5,No
43,Male,5,3500,East,h8,4,No
45,Male,3,1200,East,h7,3,No
49,Male,3,1700,West,h8,3,No
47,Female,3,400,East,h6,5,No
45,Female,3,350,East,h10,4,No
55,Male,2,3000,West,h7,3,No
56,Female,5,450,West,h10,4,Yes
40,Male,3,2500,West,h10,5,No
69,Male,3,922,West,h10,3,No
24,Female,4,600,West,h8,4,Yes
22,Male,5,300,West,h8,4,No
51,Female,3,1000,East,h5,3,No
59,Male,5,1800,West,h9,3,No
40,Female,4,2000,West,h9,2,No
79,Male,2,1200,West,h10,3,No
51,Female,3,1500,West,h10,4,No
44,Female,4,1500,West,h6,4,Yes
37,Female,5,1500,West,h9,3,No
50,Female,5,2300,West,h10,5,Yes
75,Female,2,1200,West,h6,3,No
73,Male,2,1200,West,h7,4,Yes
75,Male,3,950,East,h5,3,No
77,Male,3,1500,West,h8,2,No
51,Female,4,2000,West,h9,4,Yes
49,Female,3,2500,West,h9,4,No
69,Male,2,1100,West,h10,3,No
28,Female,3,200,West,h8,5,No
72,Male,2,2000,East,h10,5,No
22,Male,5,650,West,h8,5,No
55,Female,3,1350,West,h6,5,No
86,Female,2,1400,West,h10,3,No
30,Male,4,650,West,h8,4,No
55,Female,3,1313,East,h8,3,No
37,Male,4,1200,East,h9,4,Yes
42,Female,4,990,West,h8,3,Yes
46,Male,5,4000,West,h8,4,No
78,Female,2,1875,East,h5,4,No
33,Female,3,1200,West,h10,5,No
34,Male,3,760,East,h5,5,No
72,Male,5,3000,West,h7,4,No
33,Female,4,1200,West,h9,5,No
74,Male,5,4000,West,h6,3,Yes
60,Male,3,900,West,h3,3,No
65,Male,3,735,East,h10,5,No
46,Female,5,3300,West,h9,5,Yes
58,Male,3,4000,West,h8,3,No
66,Male,2,720,East,h9,3,No
58,Male,5,4200,West,h9,3,No
58,Male,3,3000,East,h9,5,No
52,Male,3,4400,West,h8,3,No
26,Male,3,1200,East,h7,2,No
40,Female,5,2200,West,h9,3,No
66,Female,3,1000,East,h9,1,No
30,Male,5,2500,West,h9,5,No
60,Female,3,750,East,h10,4,No
56,Female,4,2070,East,h7,3,No
85,Male,2,1200,East,h8,3,No
79,Female,2,1000,West,h9,2,No
64,Male,5,2500,West,h5,2,No
36,Female,2,1500,West,h7,3,Yes
70,Female,3,1313,West,h10,5,Yes
48,Male,5,3000,West,h7,3,No
48,Male,5,2200,East,h8,5,No
61,Male,5,2300,West,h7,3,Yes
47,Female,2,1500,West,h9,4,No
78,Male,5,1430,East,h10,3,No
64,Male,5,3000,West,h7,4,Yes
89,Male,4,1800,East,h7,1,Yes
36,Female,5,1388,West,h10,4,Yes
56,Female,5,1500,West,h9,4,No
56,Female,5,2050,West,h4,2,Yes
37,Male,5,3500,West,h10,5,No
35,Female,3,2500,West,h3,2,No
27,Male,3,2300,East,h9,5,Yes
76,Female,2,1200,West,h8,4,No
28,Male,3,1000,East,h7,4,No
60,Female,4,2400,East,h9,2,No
49,Female,3,1600,West,h10,5,No
82,Female,2,1063,West,h10,4,No
62,Male,3,1500,East,h8,4,No
55,Male,2,2000,West,h8,4,No
55,Female,3,2500,East,h9,5,No
59,Male,2,2700,West,h7,3,No
48,Female,4,1600,East,h6,3,No
39,Male,3,1750,West,h6,4,Yes
37,Female,2,300,West,h9,3,No
42,Male,3,6500,West,h10,4,No
65,Male,5,4500,West,h9,2,Yes
52,Male,3,1438,East,h8,4,No
42,Male,2,200,West,h7,2,No
66,Male,5,2200,West,h10,3,No
71,Female,2,1400,East,h8,3,No
65,Male,2,1100,East,h6,3,No
52,Male,2,2500,West,h7,3,No
58,Female,2,1900,West,h9,2,No
44,Male,5,5000,West,h9,5,No
63,Female,3,1400,East,h9,2,No
55,Male,3,1900,East,h7,3,No
62,Female,2,2000,West,h10,3,No
23,Female,5,1200,West,h9,5,Yes
57,Female,3,688,West,h9,4,No
76,Male,2,1350,West,h8,2,No
59,Male,5,8750,West,h8,3,Yes
53,Male,3,2500,West,h5,3,No
37,Female,5,1500,East,h9,4,Yes
48,Female,3,900,West,h6,2,Yes
56,Female,2,320,West,h5,1,No
32,Female,5,412,West,h10,5,No
45,Male,3,1500,East,h8,3,No
65,Female,3,586,East,h6,2,No
57,Female,3,1600,East,h9,3,No
43,Male,4,3500,West,h8,3,Yes
79,Male,2,1438,West,h9,2,No
47,Female,4,1200,West,h8,1,No
63,Female,3,2875,West,h9,5,No
73,Male,5,6250,West,h9,4,No
45,Male,4,1500,West,h6,3,No
29,Female,5,1400,West,h9,5,Yes
48,Male,4,1400,West,h8,2,No
55,Male,3,2400,West,h6,4,Yes
63,Male,5,936,East,h4,3,No
76,Male,2,900,East,h8,2,No
31,Female,4,950,East,h8,3,No
55,Male,2,1200,West,h6,3,No
44,Female,3,500,West,h8,4,No
64,Female,2,1300,West,h7,5,No
60,Male,5,5000,West,h9,4,No
47,Male,3,2625,West,h8,4,No
32,Female,5,2000,East,h9,5,No
57,Male,2,2000,West,h8,3,No
31,Male,3,1250,East,h8,3,No
51,Male,5,2400,West,h7,3,No
55,Female,3,1800,West,h7,3,No
50,Male,2,2200,West,h7,3,Yes
24,Female,5,476,East,h5,4,No
42,Female,3,404,East,h5,2,No
87,Male,3,1500,West,h10,2,No
77,Female,3,1063,East,h10,3,No
35,Female,5,1100,West,h10,4,Yes
69,Male,5,2000,West,h9,3,No
56,Female,3,360,West,h9,2,No
33,Male,5,3800,West,h8,5,Yes
46,Male,3,2000,East,h8,3,No
70,Male,2,1800,West,h10,5,No
79,Male,5,3000,West,h8,3,No
50,Female,3,1300,East,h6,4,No
56,Female,5,1350,West,h10,4,No
52,Female,3,2000,East,h10,5,No
68,Female,5,1000,West,h9,2,Yes
30,Female,2,1000,West,h3,2,No
62,Female,5,600,East,h7,2,No
63,Male,3,1394,East,h7,3,No
43,Male,5,1700,West,h8,4,No
26,Female,3,1500,East,h8,5,No
64,Male,5,9500,West,h8,4,No
75,Female,2,520,West,h10,5,No
78,Male,3,1200,West,h0,3,No
48,Male,5,2500,West,h8,4,No
62,Female,2,1200,West,h10,4,No
68,Male,3,650,East,h8,2,Yes
63,Male,3,1500,East,h8,2,No
21,Male,5,700,West,h7,5,Yes
62,Female,2,887,West,h10,3,No
33,Female,3,359,East,h5,2,No
80,Female,2,900,West,h5,2,No
32,Male,4,8750,West,h10,5,Yes
44,Female,3,1100,West,h10,4,No
56,Male,5,2125,West,h6,4,No
57,Male,3,2000,East,h9,3,No
75,Female,3,1063,West,h9,4,No
60,Male,2,2625,West,h10,2,Yes
46,Female,3,3000,West,h10,5,No
60,Female,5,2125,West,h8,5,No
53,Female,3,500,West,h8,5,No
75,Female,3,1500,East,h9,4,No
63,Male,2,1313,West,h7,4,No
23,Male,5,3000,West,h10,5,No
82,Male,3,1100,East,h5,4,No
22,Female,4,1600,West,h10,4,No
43,Male,3,2300,West,h9,4,No
45,Male,3,2875,East,h8,4,No
25,Male,3,2100,West,h8,2,No
46,Male,3,2000,East,h9,4,No
65,Female,3,1000,West,h9,4,No
24,Female,4,266,West,h8,4,No
66,Female,2,1400,West,h9,4,No
79,Male,2,1700,West,h8,2,No
62,Female,3,600,East,h10,4,No
76,Female,2,700,East,h9,4,No
78,Female,2,4500,West,h9,2,Yes
23,Male,3,1100,West,h9,5,No
23,Female,5,550,East,h7,4,Yes
34,Male,2,1450,East,h8,4,No
23,Female,2,750,East,h7,3,No
28,Female,4,770,West,h5,5,No
67,Female,5,2000,East,h8,4,No
32,Male,3,1438,East,h8,4,No
48,Male,3,4000,West,h7,5,No
43,Male,3,2375,West,h8,4,No
74,Female,3,350,West,h10,3,Yes
33,Male,3,1625,West,h7,2,No
55,Male,5,3500,West,h8,4,No
53,Female,3,1300,West,h8,3,No
72,Male,2,1050,West,h10,2,No
39,Male,5,2000,West,h10,5,No
48,Male,3,1500,East,h5,4,No
65,Female,3,560,East,h5,3,No
52,Male,5,2700,West,h8,3,No
91,Female,2,1200,West,h6,4,No
49,Female,3,960,East,h9,4,No
81,Male,2,800,West,h5,1,No
37,Male,3,970,West,h5,1,No
69,Male,2,2200,West,h9,4,Yes
73,Female,3,2000,West,h10,3,No
41,Female,5,1875,West,h10,3,No
63,Male,5,2500,East,h7,4,No
61,Male,5,1500,West,h8,4,Yes
54,Male,3,2500,East,h6,3,No
57,Male,3,460,East,h8,4,No
52,Male,4,1800,West,h9,4,No
65,Male,4,2900,West,h9,4,No
37,Female,5,1200,East,h7,5,Yes
29,Male,5,2400,East,h8,4,Yes
27,Female,5,813,West,h8,4,Yes
21,Female,5,600,East,h8,5,No
53,Male,3,2125,West,h8,3,No
55,Male,5,4500,West,h9,4,No
72,Male,2,1800,West,h8,3,No
49,Female,3,1100,East,h8,4,No
47,Male,4,4500,East,h8,4,No
63,Male,2,2000,West,h7,3,No
51,Female,4,2375,West,h10,5,No
31,Female,3,900,West,h9,4,Yes
54,Male,3,1400,East,h8,4,No
73,Female,3,2500,West,h8,3,No
38,Male,3,1625,East,h8,3,No
22,Female,5,400,West,h8,5,No
50,Male,2,2700,West,h8,4,No
67,Female,2,1400,West,h9,4,No
29,Female,5,1800,West,h8,5,No
67,Female,3,2600,West,h8,4,No
77,Female,5,1100,East,h9,4,No
52,Male,5,3000,West,h9,4,No
42,Male,4,2400,West,h5,3,No
40,Female,3,800,West,h9,4,No
47,Male,4,2700,West,h9,3,No
64,Male,3,1450,East,h8,4,No
62,Male,3,800,West,h7,1,No
32,Male,2,1063,West,h10,5,No
56,Female,5,2500,West,h8,4,No
46,Female,3,1375,East,h9,5,No
71,Male,3,2300,West,h7,3,No
39,Female,5,1200,West,h9,5,No
51,Female,3,800,East,h8,4,No
48,Male,5,2875,East,h7,4,No
83,Female,3,1438,West,h8,4,No
61,Female,3,280,West,h8,4,No
32,Male,5,2200,West,h8,5,No
55,Female,5,4200,West,h8,3,No
80,Female,3,1100,West,h9,3,No
42,Male,4,3600,West,h10,4,No
25,Female,5,1082,West,h8,2,No
56,Female,3,650,East,h10,4,No
68,Male,5,3500,West,h10,4,No
70,Male,2,1330,West,h8,3,No
44,Female,5,2125,West,h8,4,No
64,Female,2,913,West,h5,3,No
67,Female,3,850,East,h8,3,Yes
76,Male,2,1200,East,h5,3,No
59,Female,2,1150,West,h1,3,No
43,Female,3,1600,West,h8,4,No
26,Female,5,800,East,h8,4,No
56,Male,3,1875,East,h7,4,No
61,Female,2,370,West,h9,4,No
56,Male,3,2375,East,h7,4,Yes
57,Male,5,6000,West,h9,2,Yes
34,Female,3,1800,West,h5,5,No
28,Male,3,1000,East,h3,4,No
67,Female,3,1650,East,h9,4,No
34,Male,5,3200,West,h8,4,Yes
72,Female,4,300,West,h10,4,No
53,Female,3,650,East,h8,3,No
50,Female,3,820,East,h6,2,No
63,Male,2,1200,West,h6,4,No
25,Male,3,1300,East,h8,3,No
25,Female,3,670,West,h9,4,No
34,Male,4,1500,East,h9,5,No
68,Male,2,2125,West,h9,3,No
37,Female,3,600,East,h7,3,No
58,Male,5,4000,East,h10,5,Yes
57,Female,3,1100,East,h8,4,No
53,Male,5,4500,West,h8,4,Yes
71,Male,2,1200,West,h10,5,No
97,Female,5,1100,East,h8,2,No
26,Female,5,1200,West,h10,5,Yes
66,Female,3,400,East,h7,3,Yes
33,Female,2,1800,West,h8,4,Yes
46,Male,2,1800,West,h5,3,No
20,Female,5,1100,West,h9,4,Yes
38,Male,3,1500,East,h4,1,No
26,Male,5,600,East,h8,4,Yes
48,Female,3,1100,East,h8,4,No
29,Male,5,900,West,h9,4,No
40,Male,3,2700,East,h9,5,No
51,Female,5,900,West,h10,2,No
57,Female,4,1550,West,h8,4,Yes
47,Male,3,1100,East,h7,4,No
32,Male,5,1700,West,h8,3,No
20,Female,5,1750,West,h10,4,Yes
55,Female,3,1700,West,h8,4,No
50,Female,3,400,West,h4,3,No
55,Male,5,2100,East,h9,4,No
50,Female,3,813,East,h8,4,No
25,Male,2,1800,West,h8,4,No
78,Female,5,1200,East,h7,3,No
60,Male,4,3000,West,h8,4,No
70,Male,3,900,East,h8,3,No
52,Female,3,500,East,h7,2,No
39,Male,3,3800,West,h8,4,No
71,Male,2,950,East,h6,5,No
65,Female,2,1500,West,h8,4,No
66,Female,5,488,East,h5,4,Yes
53,Male,2,1800,West,h9,4,No
47,Female,5,900,West,h8,5,No
57,Male,3,3800,East,h8,4,No
54,Female,3,1800,West,h6,3,No
47,Female,3,2800,West,h6,2,No
64,Female,3,450,East,h9,3,No
53,Male,2,1400,West,h5,3,Yes
65,Male,5,4500,West,h9,4,Yes
36,Male,4,3500,West,h8,5,No
31,Male,2,1900,West,h9,5,Yes
52,Female,3,1800,West,h8,4,No
79,Male,5,2375,West,h9,3,No
67,Male,2,1750,East,h7,4,No
75,Female,2,800,East,h9,3,No
73,Female,2,820,East,h6,2,No
59,Male,4,3100,West,h9,4,No
47,Male,2,1235,West,h7,4,No
36,Female,5,2100,West,h8,4,No
69,Male,3,1250,East,h8,3,No
27,Male,5,2400,West,h9,5,No
42,Male,3,1750,West,h5,3,Yes
82,Male,5,1500,East,h8,3,No
32,Male,5,500,West,h6,3,No
